UTC,userName,pair,price,payout,qtMode,balance,timestamp
2025-06-24T16:16:04.597Z,Blade,AED/CNY OTC,1.89465,92,QT Demo,49967.88,06/24/2025 16:16:04
2025-06-24T16:16:14.496Z,Blade,AED/CNY OTC,1.89395,92,QT Demo,49968.8,06/24/2025 16:16:14
2025-06-24T16:16:24.521Z,Blade,AED/CNY OTC,1.89466,92,QT Demo,49967.8,06/24/2025 16:16:24
2025-06-24T16:16:34.542Z,Blade,AED/CNY OTC,1.89444,92,QT Demo,49968.72,06/24/2025 16:16:34
2025-06-24T16:16:44.570Z,Blade,AED/CNY OTC,1.89442,92,QT Demo,49969.64,06/24/2025 16:16:44
2025-06-24T16:16:54.588Z,Blade,AED/CNY OTC,1.89456,92,QT Demo,49970.56,06/24/2025 16:16:54
2025-06-24T16:17:04.606Z,Blade,AED/CNY OTC,1.89495,92,QT Demo,49971.48,06/24/2025 16:17:04
2025-06-24T16:17:14.629Z,Blade,AED/CNY OTC,1.89587,92,QT Demo,49972.4,06/24/2025 16:17:14
2025-06-24T16:17:24.618Z,Blade,AED/CNY OTC,1.89562,92,QT Demo,49973.32,06/24/2025 16:17:24
2025-06-24T16:17:34.623Z,Blade,AED/CNY OTC,1.89516,92,QT Demo,49974.24,06/24/2025 16:17:34
2025-06-24T16:17:44.644Z,Blade,AED/CNY OTC,1.89518,92,QT Demo,49975.16,06/24/2025 16:17:44
2025-06-24T16:17:54.686Z,Blade,AED/CNY OTC,1.89561,92,QT Demo,49976,06/24/2025 16:17:54
2025-06-24T16:18:04.706Z,Blade,AED/CNY OTC,1.89517,92,QT Demo,49977,06/24/2025 16:18:04
2025-06-24T16:18:14.732Z,Blade,AED/CNY OTC,1.89482,92,QT Demo,49978.92,06/24/2025 16:18:14
2025-06-24T16:18:24.753Z,Blade,AED/CNY OTC,1.89486,92,QT Demo,49977.92,06/24/2025 16:18:24
2025-06-24T16:18:34.770Z,Blade,AED/CNY OTC,1.89436,92,QT Demo,49976.92,06/24/2025 16:18:34
2025-06-24T16:18:44.789Z,Blade,AED/CNY OTC,1.89434,92,QT Demo,49975.92,06/24/2025 16:18:44
2025-06-24T16:18:54.811Z,Blade,AED/CNY OTC,1.89426,92,QT Demo,49974.92,06/24/2025 16:18:54
2025-06-24T16:19:04.837Z,Blade,AED/CNY OTC,1.894,92,QT Demo,49973.92,06/24/2025 16:19:04
2025-06-24T16:19:14.866Z,Blade,AED/CNY OTC,1.89356,92,QT Demo,49973.92,06/24/2025 16:19:14
2025-06-24T16:19:24.886Z,Blade,AED/CNY OTC,1.89332,92,QT Demo,49972.92,06/24/2025 16:19:24
2025-06-24T16:19:34.909Z,Blade,AED/CNY OTC,1.89351,92,QT Demo,49971.92,06/24/2025 16:19:34
2025-06-24T16:19:44.932Z,Blade,AED/CNY OTC,1.89345,92,QT Demo,49970.92,06/24/2025 16:19:44
2025-06-24T16:19:54.954Z,Blade,AED/CNY OTC,1.89392,92,QT Demo,49969.92,06/24/2025 16:19:54
2025-06-24T16:20:04.979Z,Blade,AED/CNY OTC,1.89357,92,QT Demo,49968.92,06/24/2025 16:20:04
2025-06-24T16:20:15.002Z,Blade,AED/CNY OTC,1.89284,92,QT Demo,49967.92,06/24/2025 16:20:15
2025-06-24T16:20:25.034Z,Blade,AED/CNY OTC,1.89265,92,QT Demo,49966.92,06/24/2025 16:20:25
2025-06-24T16:20:35.060Z,Blade,AED/CNY OTC,1.89265,92,QT Demo,49964.92,06/24/2025 16:20:35
2025-06-24T16:20:45.085Z,Blade,AED/CNY OTC,1.89317,92,QT Demo,49966.84,06/24/2025 16:20:45
2025-06-24T16:20:55.110Z,Blade,AED/CNY OTC,1.89343,92,QT Demo,49965.84,06/24/2025 16:20:55
2025-06-24T16:21:05.169Z,Blade,AED/CNY OTC,1.89309,92,QT Demo,49964.84,06/24/2025 16:21:05
2025-06-24T16:21:15.141Z,Blade,AED/CNY OTC,1.89377,92,QT Demo,49963.84,06/24/2025 16:21:15
2025-06-24T16:21:25.159Z,Blade,AED/CNY OTC,1.8938,92,QT Demo,49962.84,06/24/2025 16:21:25
2025-06-24T16:21:35.185Z,Blade,AED/CNY OTC,1.89351,92,QT Demo,49961.84,06/24/2025 16:21:35
2025-06-24T16:21:45.205Z,Blade,AED/CNY OTC,1.894,92,QT Demo,49960.84,06/24/2025 16:21:45
2025-06-24T16:21:55.229Z,Blade,AED/CNY OTC,1.89378,92,QT Demo,49958.84,06/24/2025 16:21:55
2025-06-24T16:22:05.274Z,Blade,AED/CNY OTC,1.8946,92,QT Demo,49959.76,06/24/2025 16:22:05
2025-06-24T16:22:15.250Z,Blade,AED/CNY OTC,1.89473,92,QT Demo,49960.68,06/24/2025 16:22:15
2025-06-24T16:22:25.273Z,Blade,AED/CNY OTC,1.89484,92,QT Demo,49961.6,06/24/2025 16:22:25
2025-06-24T16:22:35.288Z,Blade,AED/CNY OTC,1.89461,92,QT Demo,49964.44,06/24/2025 16:22:35
2025-06-24T16:22:45.309Z,Blade,AED/CNY OTC,1.89414,92,QT Demo,49967.28,06/24/2025 16:22:45
2025-06-24T16:22:55.333Z,Blade,AED/CNY OTC,1.89481,92,QT Demo,49970.12,06/24/2025 16:22:55
2025-06-24T16:23:05.348Z,Blade,AED/CNY OTC,1.89582,92,QT Demo,49972.04,06/24/2025 16:23:05
2025-06-24T16:23:15.371Z,Blade,AED/CNY OTC,1.8951,92,QT Demo,49971.04,06/24/2025 16:23:15
2025-06-24T16:23:25.383Z,Blade,AED/CNY OTC,1.89492,92,QT Demo,49970.04,06/24/2025 16:23:25
2025-06-24T16:23:35.389Z,Blade,AED/CNY OTC,1.89446,92,QT Demo,49968.04,06/24/2025 16:23:35
2025-06-24T16:23:45.399Z,Blade,AED/CNY OTC,1.89474,92,QT Demo,49968.96,06/24/2025 16:23:45
2025-06-24T16:23:55.408Z,Blade,AED/CNY OTC,1.89398,92,QT Demo,49970.88,06/24/2025 16:23:55
2025-06-24T16:24:05.426Z,Blade,AED/CNY OTC,1.89359,92,QT Demo,49969.88,06/24/2025 16:24:05
2025-06-24T16:24:15.447Z,Blade,AED/CNY OTC,1.89449,92,QT Demo,49968.88,06/24/2025 16:24:15
2025-06-24T16:24:25.469Z,Blade,AED/CNY OTC,1.8931,92,QT Demo,49967.88,06/24/2025 16:24:25
2025-06-24T16:24:35.483Z,Blade,AED/CNY OTC,1.89333,92,QT Demo,49966.88,06/24/2025 16:24:35
2025-06-24T16:24:45.496Z,Blade,AED/CNY OTC,1.89312,92,QT Demo,49965.88,06/24/2025 16:24:45
2025-06-24T16:24:55.514Z,Blade,AED/CNY OTC,1.89331,92,QT Demo,49964.88,06/24/2025 16:24:55
2025-06-24T16:25:05.529Z,Blade,AED/CNY OTC,1.89288,92,QT Demo,49963.88,06/24/2025 16:25:05
2025-06-24T16:25:15.537Z,Blade,AED/CNY OTC,1.89258,92,QT Demo,49962.88,06/24/2025 16:25:15
2025-06-24T16:25:25.563Z,Blade,AED/CNY OTC,1.89171,92,QT Demo,49961.88,06/24/2025 16:25:25
2025-06-24T16:25:35.580Z,Blade,AED/CNY OTC,1.8915,92,QT Demo,49960.88,06/24/2025 16:25:35
2025-06-24T16:25:45.595Z,Blade,AED/CNY OTC,1.89167,92,QT Demo,49959.88,06/24/2025 16:25:45
2025-06-24T16:25:55.623Z,Blade,AED/CNY OTC,1.89168,92,QT Demo,49958.88,06/24/2025 16:25:55
2025-06-24T16:26:05.637Z,Blade,AED/CNY OTC,1.8913,92,QT Demo,49957.88,06/24/2025 16:26:05
2025-06-24T16:26:15.646Z,Blade,AED/CNY OTC,1.89109,92,QT Demo,49956.88,06/24/2025 16:26:15
2025-06-24T16:26:25.662Z,Blade,AED/CNY OTC,1.89102,92,QT Demo,49955.88,06/24/2025 16:26:25
2025-06-24T16:26:35.680Z,Blade,AED/CNY OTC,1.89077,92,QT Demo,49954.88,06/24/2025 16:26:35
2025-06-24T16:26:45.686Z,Blade,AED/CNY OTC,1.89065,92,QT Demo,49953.88,06/24/2025 16:26:45
2025-06-24T16:26:55.703Z,Blade,AED/CNY OTC,1.89067,92,QT Demo,49952.88,06/24/2025 16:26:55
2025-06-24T16:27:05.723Z,Blade,AED/CNY OTC,1.89021,92,QT Demo,49951.88,06/24/2025 16:27:05
2025-06-24T16:27:15.739Z,Blade,AED/CNY OTC,1.89028,92,QT Demo,49950.88,06/24/2025 16:27:15
2025-06-24T16:27:25.758Z,Blade,AED/CNY OTC,1.89064,92,QT Demo,49949.88,06/24/2025 16:27:25
2025-06-24T16:27:35.775Z,Blade,AED/CNY OTC,1.89072,92,QT Demo,49948.88,06/24/2025 16:27:35
2025-06-24T16:27:45.787Z,Blade,AED/CNY OTC,1.8908,92,QT Demo,49947.88,06/24/2025 16:27:45
2025-06-24T16:27:55.810Z,Blade,AED/CNY OTC,1.89056,92,QT Demo,49945.88,06/24/2025 16:27:55
2025-06-24T16:28:05.829Z,Blade,AED/CNY OTC,1.89063,92,QT Demo,49947.8,06/24/2025 16:28:05
2025-06-24T16:28:15.833Z,Blade,AED/CNY OTC,1.89107,92,QT Demo,49945.8,06/24/2025 16:28:15
2025-06-24T16:28:25.836Z,Blade,AED/CNY OTC,1.89091,92,QT Demo,49946.72,06/24/2025 16:28:25
2025-06-24T16:28:35.871Z,Blade,AED/CNY OTC,1.88973,92,QT Demo,49947.64,06/24/2025 16:28:35
2025-06-24T16:28:45.887Z,Blade,AED/CNY OTC,1.88977,92,QT Demo,49949.56,06/24/2025 16:28:45
2025-06-24T16:28:55.908Z,Blade,AED/CNY OTC,1.88979,92,QT Demo,49948.56,06/24/2025 16:28:55
2025-06-24T16:29:05.937Z,Blade,AED/CNY OTC,1.88954,92,QT Demo,49947.56,06/24/2025 16:29:05
2025-06-24T16:29:15.955Z,Blade,AED/CNY OTC,1.88899,92,QT Demo,49946.56,06/24/2025 16:29:15
2025-06-24T16:29:25.979Z,Blade,AED/CNY OTC,1.8902,92,QT Demo,49945.56,06/24/2025 16:29:25
2025-06-24T16:29:35.988Z,Blade,AED/CNY OTC,1.89025,92,QT Demo,49944.56,06/24/2025 16:29:35
2025-06-24T16:29:45.993Z,Blade,AED/CNY OTC,1.88993,92,QT Demo,49942.56,06/24/2025 16:29:45
2025-06-24T16:29:56.007Z,Blade,AED/CNY OTC,1.89035,92,QT Demo,49944.48,06/24/2025 16:29:56
2025-06-24T16:30:06.026Z,Blade,AED/CNY OTC,1.88976,92,QT Demo,49942.48,06/24/2025 16:30:06
2025-06-24T16:30:16.043Z,Blade,AED/CNY OTC,1.89008,92,QT Demo,49943.4,06/24/2025 16:30:16
2025-06-24T16:30:26.055Z,Blade,AED/CNY OTC,1.89048,92,QT Demo,49944.32,06/24/2025 16:30:26
2025-06-24T16:30:36.070Z,Blade,AED/CNY OTC,1.89013,92,QT Demo,49945.24,06/24/2025 16:30:36
2025-06-24T16:30:46.081Z,Blade,AED/CNY OTC,1.88964,92,QT Demo,49947.16,06/24/2025 16:30:46
2025-06-24T16:30:56.086Z,Blade,AED/CNY OTC,1.88985,92,QT Demo,49946.16,06/24/2025 16:30:56
2025-06-24T16:31:06.090Z,Blade,AED/CNY OTC,1.89085,92,QT Demo,49944.16,06/24/2025 16:31:06
2025-06-24T16:31:16.092Z,Blade,AED/CNY OTC,1.89149,92,QT Demo,49945,06/24/2025 16:31:16
2025-06-24T16:31:26.125Z,Blade,AED/CNY OTC,1.89136,92,QT Demo,49946,06/24/2025 16:31:26
2025-06-24T16:31:36.108Z,Blade,AED/CNY OTC,1.89156,92,QT Demo,49946.92,06/24/2025 16:31:36
2025-06-24T16:31:46.128Z,Blade,AED/CNY OTC,1.89179,92,QT Demo,49947.84,06/24/2025 16:31:46
2025-06-24T16:31:56.142Z,Blade,AED/CNY OTC,1.89177,92,QT Demo,49948.76,06/24/2025 16:31:56
2025-06-24T16:32:06.177Z,Blade,AED/CNY OTC,1.89185,92,QT Demo,49949.68,06/24/2025 16:32:06
2025-06-24T16:32:16.169Z,Blade,AED/CNY OTC,1.89202,92,QT Demo,49950.6,06/24/2025 16:32:16
2025-06-24T16:32:26.183Z,Blade,AED/CNY OTC,1.89167,92,QT Demo,49951.52,06/24/2025 16:32:26
2025-06-24T16:32:36.187Z,Blade,AED/CNY OTC,1.8919,92,QT Demo,49952.44,06/24/2025 16:32:36
2025-06-24T16:32:46.192Z,Blade,AED/CNY OTC,1.89248,92,QT Demo,49953.36,06/24/2025 16:32:46
2025-06-24T16:32:56.202Z,Blade,AED/CNY OTC,1.89206,92,QT Demo,49955.28,06/24/2025 16:32:56
2025-06-24T16:33:06.224Z,Blade,AED/CNY OTC,1.89261,92,QT Demo,49953.28,06/24/2025 16:33:06
2025-06-24T16:33:16.240Z,Blade,AED/CNY OTC,1.89222,92,QT Demo,49954.2,06/24/2025 16:33:16
2025-06-24T16:33:26.264Z,Blade,AED/CNY OTC,1.8929,92,QT Demo,49955.12,06/24/2025 16:33:26
2025-06-24T16:33:36.280Z,Blade,AED/CNY OTC,1.89277,92,QT Demo,49956.04,06/24/2025 16:33:36
2025-06-24T16:33:46.302Z,Blade,AED/CNY OTC,1.89233,92,QT Demo,49956.96,06/24/2025 16:33:46
2025-06-24T16:33:56.363Z,Blade,AED/CNY OTC,1.89169,92,QT Demo,49957.88,06/24/2025 16:33:56
2025-06-24T16:34:06.330Z,Blade,AED/CNY OTC,1.89199,92,QT Demo,49959.8,06/24/2025 16:34:06
2025-06-24T16:34:16.347Z,Blade,AED/CNY OTC,1.89169,92,QT Demo,49958.8,06/24/2025 16:34:16
2025-06-24T16:34:26.369Z,Blade,AED/CNY OTC,1.89167,92,QT Demo,49957.8,06/24/2025 16:34:26
2025-06-24T16:34:36.387Z,Blade,AED/CNY OTC,1.89085,92,QT Demo,49956.8,06/24/2025 16:34:36
2025-06-24T16:34:46.413Z,Blade,AED/CNY OTC,1.89141,92,QT Demo,49955.8,06/24/2025 16:34:46
2025-06-24T16:34:56.469Z,Blade,AED/CNY OTC,1.8923,92,QT Demo,49954.8,06/24/2025 16:34:56
2025-06-24T16:35:06.436Z,Blade,AED/CNY OTC,1.89164,92,QT Demo,49952.8,06/24/2025 16:35:06
2025-06-24T16:35:16.458Z,Blade,AED/CNY OTC,1.89172,92,QT Demo,49954.72,06/24/2025 16:35:16
2025-06-24T16:35:26.482Z,Blade,AED/CNY OTC,1.8924,92,QT Demo,49953.72,06/24/2025 16:35:26
2025-06-24T16:35:36.502Z,Blade,AED/CNY OTC,1.89282,92,QT Demo,49951.72,06/24/2025 16:35:36
2025-06-24T16:35:46.560Z,Blade,AED/CNY OTC,1.89235,92,QT Demo,49953.64,06/24/2025 16:35:46
2025-06-24T16:35:56.535Z,Blade,AED/CNY OTC,1.89251,92,QT Demo,49953.56,06/24/2025 16:35:56
2025-06-24T16:36:06.557Z,Blade,AED/CNY OTC,1.89229,92,QT Demo,49955.48,06/24/2025 16:36:06
2025-06-24T16:36:16.596Z,Blade,AED/CNY OTC,1.89189,92,QT Demo,49953.48,06/24/2025 16:36:16
2025-06-24T16:36:26.623Z,Blade,AED/CNY OTC,1.89184,92,QT Demo,49954.4,06/24/2025 16:36:26
2025-06-24T16:36:36.645Z,Blade,AED/CNY OTC,1.89208,92,QT Demo,49956.32,06/24/2025 16:36:36
2025-06-24T16:36:46.665Z,Blade,AED/CNY OTC,1.89237,92,QT Demo,49954.32,06/24/2025 16:36:46
2025-06-24T16:36:56.713Z,Blade,AED/CNY OTC,1.89169,92,QT Demo,49956.24,06/24/2025 16:36:56
2025-06-24T16:37:06.692Z,Blade,AED/CNY OTC,1.89153,92,QT Demo,49955.24,06/24/2025 16:37:06
2025-06-24T16:37:16.732Z,Blade,AED/CNY OTC,1.89172,92,QT Demo,49954.24,06/24/2025 16:37:16
2025-06-24T16:37:26.746Z,Blade,AED/CNY OTC,1.89196,92,QT Demo,49953.24,06/24/2025 16:37:26
2025-06-24T16:37:36.774Z,Blade,AED/CNY OTC,1.89111,92,QT Demo,49952.24,06/24/2025 16:37:36
2025-06-24T16:37:46.771Z,Blade,AED/CNY OTC,1.89138,92,QT Demo,49951.24,06/24/2025 16:37:46
2025-06-24T16:37:56.787Z,Blade,AED/CNY OTC,1.89118,92,QT Demo,49950.24,06/24/2025 16:37:56
2025-06-24T16:38:06.812Z,Blade,AED/CNY OTC,1.89183,92,QT Demo,49948.24,06/24/2025 16:38:06
2025-06-24T16:38:16.832Z,Blade,AED/CNY OTC,1.8916,92,QT Demo,49949.16,06/24/2025 16:38:16
2025-06-24T16:38:26.854Z,Blade,AED/CNY OTC,1.89156,92,QT Demo,49950,06/24/2025 16:38:26
2025-06-24T16:38:36.873Z,Blade,AED/CNY OTC,1.89067,92,QT Demo,49952,06/24/2025 16:38:36
2025-06-24T16:38:46.889Z,Blade,AED/CNY OTC,1.8901,92,QT Demo,49951,06/24/2025 16:38:46
2025-06-24T16:38:56.921Z,Blade,AED/CNY OTC,1.89072,92,QT Demo,49950,06/24/2025 16:38:56
2025-06-24T16:39:06.921Z,Blade,AED/CNY OTC,1.89081,92,QT Demo,49949,06/24/2025 16:39:06
2025-06-24T16:39:16.934Z,Blade,AED/CNY OTC,1.89096,92,QT Demo,49948,06/24/2025 16:39:16
2025-06-24T16:39:26.958Z,Blade,AED/CNY OTC,1.89083,92,QT Demo,49947,06/24/2025 16:39:26
2025-06-24T16:39:36.981Z,Blade,AED/CNY OTC,1.89028,92,QT Demo,49946,06/24/2025 16:39:36
2025-06-24T16:39:47.014Z,Blade,AED/CNY OTC,1.89001,92,QT Demo,49945,06/24/2025 16:39:47
2025-06-24T16:39:57.032Z,Blade,AED/CNY OTC,1.89012,92,QT Demo,49944,06/24/2025 16:39:57
2025-06-24T16:40:07.062Z,Blade,AED/CNY OTC,1.88899,92,QT Demo,49943,06/24/2025 16:40:07
2025-06-24T16:40:17.080Z,Blade,AED/CNY OTC,1.88862,92,QT Demo,49942,06/24/2025 16:40:17
2025-06-24T16:40:27.102Z,Blade,AED/CNY OTC,1.88854,92,QT Demo,49941,06/24/2025 16:40:27
2025-06-24T16:40:37.123Z,Blade,AED/CNY OTC,1.88865,92,QT Demo,49940,06/24/2025 16:40:37
2025-06-24T16:40:47.143Z,Blade,AED/CNY OTC,1.88952,92,QT Demo,49939,06/24/2025 16:40:47
2025-06-24T16:40:57.170Z,Blade,AED/CNY OTC,1.88897,92,QT Demo,49938,06/24/2025 16:40:57
2025-06-24T16:41:07.191Z,Blade,AED/CNY OTC,1.88894,92,QT Demo,49937,06/24/2025 16:41:07
2025-06-24T16:41:17.225Z,Blade,AED/CNY OTC,1.88893,92,QT Demo,49935,06/24/2025 16:41:17
2025-06-24T16:41:27.215Z,Blade,AED/CNY OTC,1.889,92,QT Demo,49936.92,06/24/2025 16:41:27
2025-06-24T16:41:37.235Z,Blade,AED/CNY OTC,1.88902,92,QT Demo,49935.92,06/24/2025 16:41:37
2025-06-24T16:41:47.255Z,Blade,AED/CNY OTC,1.88859,92,QT Demo,49934.92,06/24/2025 16:41:47
2025-06-24T16:41:57.281Z,Blade,AED/CNY OTC,1.88869,92,QT Demo,49932.92,06/24/2025 16:41:57
2025-06-24T16:42:07.304Z,Blade,AED/CNY OTC,1.88883,92,QT Demo,49933.84,06/24/2025 16:42:07
2025-06-24T16:42:17.324Z,Blade,AED/CNY OTC,1.88842,92,QT Demo,49934.76,06/24/2025 16:42:17
2025-06-24T16:42:27.337Z,Blade,AED/CNY OTC,1.88897,92,QT Demo,49936.68,06/24/2025 16:42:27
2025-06-24T16:42:37.375Z,Blade,AED/CNY OTC,1.88855,92,QT Demo,49935.68,06/24/2025 16:42:37
2025-06-24T16:42:47.368Z,Blade,AED/CNY OTC,1.8888,92,QT Demo,49934.68,06/24/2025 16:42:47
2025-06-24T16:42:57.385Z,Blade,AED/CNY OTC,1.88771,92,QT Demo,49933.68,06/24/2025 16:42:57
2025-06-24T16:43:07.411Z,Blade,AED/CNY OTC,1.88701,92,QT Demo,49932.68,06/24/2025 16:43:07
2025-06-24T16:43:17.433Z,Blade,AED/CNY OTC,1.88741,92,QT Demo,49931.68,06/24/2025 16:43:17
2025-06-24T16:43:27.456Z,Blade,AED/CNY OTC,1.88806,92,QT Demo,49930.68,06/24/2025 16:43:27
2025-06-24T16:43:37.483Z,Blade,AED/CNY OTC,1.88875,92,QT Demo,49929.68,06/24/2025 16:43:37
2025-06-24T16:43:47.515Z,Blade,AED/CNY OTC,1.88838,92,QT Demo,49928.68,06/24/2025 16:43:47
2025-06-24T16:43:57.534Z,Blade,AED/CNY OTC,1.88936,92,QT Demo,49926.68,06/24/2025 16:43:57
2025-06-24T16:44:07.555Z,Blade,AED/CNY OTC,1.88985,92,QT Demo,49927.6,06/24/2025 16:44:07
2025-06-24T16:44:17.568Z,Blade,AED/CNY OTC,1.88952,92,QT Demo,49928.52,06/24/2025 16:44:17
2025-06-24T16:44:27.611Z,Blade,AED/CNY OTC,1.88886,92,QT Demo,49929.44,06/24/2025 16:44:27
2025-06-24T16:44:37.586Z,Blade,AED/CNY OTC,1.8888,92,QT Demo,49930.36,06/24/2025 16:44:37
2025-06-24T16:44:47.610Z,Blade,AED/CNY OTC,1.88924,92,QT Demo,49932.28,06/24/2025 16:44:47
2025-06-24T16:44:57.633Z,Blade,AED/CNY OTC,1.88959,92,QT Demo,49930.28,06/24/2025 16:44:57
2025-06-24T16:45:07.662Z,Blade,AED/CNY OTC,1.89001,92,QT Demo,49931.2,06/24/2025 16:45:07
2025-06-24T16:45:17.683Z,Blade,AED/CNY OTC,1.89038,92,QT Demo,49934.04,06/24/2025 16:45:17
2025-06-24T16:45:27.725Z,Blade,AED/CNY OTC,1.89062,92,QT Demo,49934.96,06/24/2025 16:45:27
2025-06-24T16:45:37.708Z,Blade,AED/CNY OTC,1.89008,92,QT Demo,49935.88,06/24/2025 16:45:37
2025-06-24T16:45:47.733Z,Blade,AED/CNY OTC,1.89045,92,QT Demo,49936.8,06/24/2025 16:45:47
2025-06-24T16:45:57.774Z,Blade,AED/CNY OTC,1.89053,92,QT Demo,49937.72,06/24/2025 16:45:57
2025-06-24T16:46:07.756Z,Blade,AED/CNY OTC,1.89001,92,QT Demo,49938.64,06/24/2025 16:46:07
2025-06-24T16:46:17.780Z,Blade,AED/CNY OTC,1.88948,92,QT Demo,49940.56,06/24/2025 16:46:17
2025-06-24T16:46:27.799Z,Blade,AED/CNY OTC,1.88896,92,QT Demo,49939.56,06/24/2025 16:46:27
2025-06-24T16:46:37.820Z,Blade,AED/CNY OTC,1.88857,92,QT Demo,49938.56,06/24/2025 16:46:37
2025-06-24T16:46:47.836Z,Blade,AED/CNY OTC,1.88898,92,QT Demo,49937.56,06/24/2025 16:46:47
2025-06-24T16:46:57.857Z,Blade,AED/CNY OTC,1.88996,92,QT Demo,49936.56,06/24/2025 16:46:57
2025-06-24T16:47:07.877Z,Blade,AED/CNY OTC,1.88964,92,QT Demo,49935.56,06/24/2025 16:47:07
2025-06-24T16:47:17.892Z,Blade,AED/CNY OTC,1.88919,92,QT Demo,49934.56,06/24/2025 16:47:17
2025-06-24T16:47:27.915Z,Blade,AED/CNY OTC,1.88983,92,QT Demo,49932.56,06/24/2025 16:47:27
2025-06-24T16:47:37.936Z,Blade,AED/CNY OTC,1.88868,92,QT Demo,49933.48,06/24/2025 16:47:37
2025-06-24T16:47:47.960Z,Blade,AED/CNY OTC,1.88959,92,QT Demo,49934.4,06/24/2025 16:47:47
2025-06-24T16:47:57.982Z,Blade,AED/CNY OTC,1.88955,92,QT Demo,49935.32,06/24/2025 16:47:57
2025-06-24T16:48:08.008Z,Blade,AED/CNY OTC,1.88934,92,QT Demo,49937.24,06/24/2025 16:48:08
2025-06-24T16:48:18.036Z,Blade,AED/CNY OTC,1.88905,92,QT Demo,49936.24,06/24/2025 16:48:18
2025-06-24T16:48:28.058Z,Blade,AED/CNY OTC,1.8885,92,QT Demo,49935.24,06/24/2025 16:48:28
2025-06-24T16:48:38.087Z,Blade,AED/CNY OTC,1.88835,92,QT Demo,49934.24,06/24/2025 16:48:38
2025-06-24T16:48:48.114Z,Blade,AED/CNY OTC,1.8881,92,QT Demo,49933.24,06/24/2025 16:48:48
2025-06-24T16:48:58.134Z,Blade,AED/CNY OTC,1.88777,92,QT Demo,49932.24,06/24/2025 16:48:58
2025-06-24T16:49:08.161Z,Blade,AED/CNY OTC,1.88688,92,QT Demo,49931.24,06/24/2025 16:49:08
2025-06-24T16:49:18.180Z,Blade,AED/CNY OTC,1.88623,92,QT Demo,49930.24,06/24/2025 16:49:18
2025-06-24T16:49:28.194Z,Blade,AED/CNY OTC,1.8862,92,QT Demo,49929.24,06/24/2025 16:49:28
2025-06-24T16:49:38.218Z,Blade,AED/CNY OTC,1.88633,92,QT Demo,49928.24,06/24/2025 16:49:38
2025-06-24T16:49:48.240Z,Blade,AED/CNY OTC,1.88615,92,QT Demo,49927.24,06/24/2025 16:49:48
2025-06-24T16:49:58.287Z,Blade,AED/CNY OTC,1.88629,92,QT Demo,49926.24,06/24/2025 16:49:58
2025-06-24T16:50:08.282Z,Blade,AED/CNY OTC,1.88598,92,QT Demo,49925.24,06/24/2025 16:50:08
2025-06-24T16:50:18.315Z,Blade,AED/CNY OTC,1.88672,92,QT Demo,49924.24,06/24/2025 16:50:18
2025-06-24T16:50:28.332Z,Blade,AED/CNY OTC,1.88667,92,QT Demo,49922.24,06/24/2025 16:50:28
2025-06-24T16:50:38.357Z,Blade,AED/CNY OTC,1.88601,92,QT Demo,49923.16,06/24/2025 16:50:38
2025-06-24T16:50:48.383Z,Blade,AED/CNY OTC,1.88675,92,QT Demo,49924.16,06/24/2025 16:50:48
2025-06-24T16:50:58.409Z,Blade,AED/CNY OTC,1.88617,92,QT Demo,49922.16,06/24/2025 16:50:58
2025-06-24T16:51:08.447Z,Blade,AED/CNY OTC,1.88557,92,QT Demo,49924.08,06/24/2025 16:51:08
2025-06-24T16:51:18.435Z,Blade,AED/CNY OTC,1.88512,92,QT Demo,49923.08,06/24/2025 16:51:18
2025-06-24T16:51:28.438Z,Blade,AED/CNY OTC,1.88457,92,QT Demo,49922.08,06/24/2025 16:51:28
2025-06-24T16:51:38.455Z,Blade,AED/CNY OTC,1.88446,92,QT Demo,49921.08,06/24/2025 16:51:38
2025-06-24T16:51:48.476Z,Blade,AED/CNY OTC,1.88438,92,QT Demo,49920.08,06/24/2025 16:51:48
2025-06-24T16:51:58.491Z,Blade,AED/CNY OTC,1.88491,92,QT Demo,49919.08,06/24/2025 16:51:58
2025-06-24T16:52:08.512Z,Blade,AED/CNY OTC,1.88478,92,QT Demo,49918.08,06/24/2025 16:52:08
2025-06-24T16:52:18.538Z,Blade,AED/CNY OTC,1.88467,92,QT Demo,49917.08,06/24/2025 16:52:18
2025-06-24T16:52:28.562Z,Blade,AED/CNY OTC,1.88548,92,QT Demo,49916.08,06/24/2025 16:52:28
2025-06-24T16:52:38.597Z,Blade,AED/CNY OTC,1.8858,92,QT Demo,49914,06/24/2025 16:52:38
2025-06-24T16:52:48.585Z,Blade,AED/CNY OTC,1.88643,92,QT Demo,49916,06/24/2025 16:52:48
2025-06-24T16:52:58.605Z,Blade,AED/CNY OTC,1.88639,92,QT Demo,49914,06/24/2025 16:52:58
2025-06-24T16:53:08.630Z,Blade,AED/CNY OTC,1.88621,92,QT Demo,49914.92,06/24/2025 16:53:08
2025-06-24T16:53:18.650Z,Blade,AED/CNY OTC,1.88601,92,QT Demo,49917.76,06/24/2025 16:53:18
2025-06-24T16:53:28.695Z,Blade,AED/CNY OTC,1.88586,92,QT Demo,49918.68,06/24/2025 16:53:28
2025-06-24T16:53:38.672Z,Blade,AED/CNY OTC,1.8853,92,QT Demo,49921.52,06/24/2025 16:53:38
